user_id,item_id,event_type,rating,timestamp
U0112,I0132,purchase,4.0,2024-07-07T04:00:00
U0086,I0183,view,,2024-04-22T05:00:00
U0258,I0140,add_to_cart,,2024-12-30T10:00:00
U0454,I0146,add_to_cart,,2024-12-13T23:00:00
U0414,I0018,purchase,4.4,2024-03-24T06:00:00
U0279,I0046,add_to_cart,,2024-03-25T21:00:00
U0083,I0122,view,,2024-05-18T15:00:00
U0458,I0095,view,,2024-06-28T04:00:00
U0223,I0013,view,,2024-03-22T21:00:00
U0405,I0007,view,,2024-08-15T09:00:00
U0039,I0110,view,,2024-11-24T20:00:00
U0019,I0057,view,,2024-04-13T13:00:00
U0253,I0175,view,,2024-04-20T05:00:00
U0204,I0048,view,,2024-07-16T17:00:00
U0042,I0084,view,,2024-06-21T20:00:00
U0196,I0004,add_to_cart,,2024-06-02T19:00:00
U0112,I0146,view,,2024-01-29T09:00:00
U0035,I0120,view,,2024-02-12T05:00:00
U0107,I0163,purchase,4.5,2024-04-05T02:00:00
U0069,I0094,view,,2024-04-13T18:00:00
U0484,I0093,view,,2024-01-06T15:00:00
U0427,I0085,view,,2024-05-02T23:00:00
U0380,I0187,view,,2024-11-19T02:00:00
U0411,I0086,purchase,2.4,2024-01-03T02:00:00
U0304,I0161,add_to_cart,,2024-01-31T14:00:00
U0373,I0108,purchase,3.9,2024-08-18T21:00:00
U0238,I0171,view,,2024-11-04T03:00:00
U0091,I0022,view,,2024-06-08T05:00:00
U0051,I0038,view,,2024-05-10T06:00:00
U0010,I0015,view,,2024-12-08T22:00:00
U0287,I0136,view,,2024-09-10T13:00:00
U0165,I0027,view,,2024-04-23T01:00:00
U0173,I0098,view,,2024-10-12T00:00:00
U0228,I0195,view,,2024-07-09T20:00:00
U0251,I0119,view,,2024-09-13T14:00:00
U0306,I0185,view,,2024-02-11T23:00:00
U0250,I0069,view,,2024-06-14T11:00:00
U0376,I0154,add_to_cart,,2024-03-05T08:00:00
U0330,I0064,purchase,4.4,2024-10-02T13:00:00
U0409,I0176,view,,2024-05-31T22:00:00
U0220,I0193,add_to_cart,,2024-11-13T23:00:00
U0017,I0109,purchase,4.6,2024-09-14T01:00:00
U0053,I0084,purchase,4.0,2024-11-10T20:00:00
U0376,I0088,add_to_cart,,2024-08-12T18:00:00
U0031,I0061,view,,2024-05-14T11:00:00
U0420,I0092,purchase,4.2,2024-06-09T10:00:00
U0141,I0128,purchase,3.6,2024-12-15T01:00:00
U0142,I0132,add_to_cart,,2024-05-19T09:00:00
U0417,I0188,add_to_cart,,2024-10-16T13:00:00
U0428,I0096,purchase,4.3,2024-10-13T12:00:00
U0461,I0040,add_to_cart,,2024-07-04T15:00:00
U0355,I0105,view,,2024-10-01T11:00:00
U0005,I0188,view,,2024-09-20T00:00:00
U0405,I0198,view,,2024-05-03T22:00:00
U0027,I0077,add_to_cart,,2024-08-12T14:00:00
U0214,I0086,add_to_cart,,2024-11-16T23:00:00
U0318,I0010,view,,2024-08-12T00:00:00
U0139,I0134,purchase,2.7,2024-06-14T00:00:00
U0405,I0169,view,,2024-01-16T11:00:00
U0317,I0085,view,,2024-02-29T13:00:00
U0200,I0149,add_to_cart,,2024-04-27T16:00:00
U0173,I0118,add_to_cart,,2024-05-12T13:00:00
U0457,I0007,add_to_cart,,2024-06-02T09:00:00
U0339,I0192,purchase,5.0,2024-09-19T05:00:00
U0392,I0121,add_to_cart,,2024-06-17T03:00:00
U0104,I0088,purchase,2.9,2024-07-12T22:00:00
U0205,I0180,add_to_cart,,2024-11-19T13:00:00
U0122,I0080,view,,2024-11-30T19:00:00
U0449,I0039,view,,2024-11-02T23:00:00
U0195,I0056,add_to_cart,,2024-09-03T18:00:00
U0216,I0038,add_to_cart,,2024-01-08T07:00:00
U0308,I0175,add_to_cart,,2024-11-10T12:00:00
U0187,I0081,view,,2024-02-03T22:00:00
U0319,I0157,view,,2024-01-03T11:00:00
U0459,I0129,purchase,4.9,2024-07-24T17:00:00
U0191,I0143,view,,2024-04-26T16:00:00
U0123,I0161,view,,2024-12-29T17:00:00
U0369,I0037,add_to_cart,,2024-12-15T12:00:00
U0164,I0126,view,,2024-12-13T12:00:00
U0222,I0048,purchase,4.4,2024-01-07T02:00:00
U0212,I0040,purchase,4.4,2024-10-24T08:00:00
U0488,I0146,purchase,3.1,2024-10-04T20:00:00
U0382,I0018,add_to_cart,,2024-01-06T03:00:00
U0074,I0068,view,,2024-08-07T21:00:00
U0455,I0153,add_to_cart,,2024-11-17T21:00:00
U0320,I0153,view,,2024-02-09T02:00:00
U0373,I0139,view,,2024-09-23T08:00:00
U0031,I0088,view,,2024-09-25T20:00:00
U0039,I0139,add_to_cart,,2024-11-30T22:00:00
U0301,I0058,view,,2024-09-29T22:00:00
U0288,I0013,add_to_cart,,2024-05-18T10:00:00
U0387,I0141,view,,2024-08-19T21:00:00
U0217,I0024,purchase,3.1,2024-03-06T15:00:00
U0433,I0154,add_to_cart,,2024-09-07T23:00:00
U0252,I0001,purchase,4.7,2024-02-18T09:00:00
U0133,I0061,view,,2024-10-27T02:00:00
U0034,I0021,view,,2024-12-28T08:00:00
U0190,I0150,add_to_cart,,2024-01-28T17:00:00
U0379,I0118,view,,2024-08-01T09:00:00
U0338,I0105,view,,2024-02-14T07:00:00
U0034,I0057,view,,2024-09-22T02:00:00
U0417,I0187,view,,2024-08-04T00:00:00
U0034,I0130,view,,2024-11-16T03:00:00
U0307,I0145,view,,2024-03-23T03:00:00
U0012,I0091,purchase,4.0,2024-05-10T19:00:00
U0001,I0189,purchase,3.3,2024-04-20T05:00:00
U0016,I0012,add_to_cart,,2024-02-17T20:00:00
U0212,I0197,view,,2024-05-24T10:00:00
U0131,I0136,view,,2024-08-22T04:00:00
U0029,I0154,view,,2024-12-10T03:00:00
U0465,I0174,purchase,4.2,2024-03-08T01:00:00
U0039,I0046,view,,2024-06-16T05:00:00
U0179,I0060,add_to_cart,,2024-12-20T10:00:00
U0335,I0011,view,,2024-08-06T15:00:00
U0483,I0123,view,,2024-03-06T16:00:00
U0460,I0064,add_to_cart,,2024-04-28T17:00:00
U0124,I0057,view,,2024-05-19T04:00:00
U0323,I0067,view,,2024-03-24T01:00:00
U0450,I0076,view,,2024-02-08T03:00:00
U0038,I0072,view,,2024-01-29T20:00:00
U0442,I0011,view,,2024-05-29T02:00:00
U0065,I0165,add_to_cart,,2024-10-07T12:00:00
U0273,I0145,view,,2024-12-03T00:00:00
U0000,I0132,view,,2024-12-06T23:00:00
U0092,I0163,add_to_cart,,2024-04-06T21:00:00
U0022,I0047,view,,2024-07-13T00:00:00
U0486,I0182,view,,2024-12-20T12:00:00
U0255,I0164,view,,2024-12-21T07:00:00
U0193,I0032,view,,2024-05-01T03:00:00
U0238,I0000,view,,2024-04-25T16:00:00
U0357,I0087,view,,2024-06-07T16:00:00
U0269,I0175,view,,2024-06-14T15:00:00
U0077,I0198,view,,2024-01-13T23:00:00
U0476,I0066,purchase,4.3,2024-07-01T23:00:00
U0437,I0047,view,,2024-07-09T18:00:00
U0271,I0111,add_to_cart,,2024-03-11T02:00:00
U0122,I0084,view,,2024-12-01T19:00:00
U0294,I0124,view,,2024-08-01T05:00:00
U0171,I0142,view,,2024-04-01T19:00:00
U0186,I0119,view,,2024-09-17T01:00:00
U0196,I0029,view,,2024-09-24T08:00:00
U0226,I0091,view,,2024-11-06T07:00:00
U0381,I0068,purchase,4.4,2024-10-01T02:00:00
U0160,I0121,view,,2024-01-06T09:00:00
U0338,I0159,view,,2024-10-21T00:00:00
U0133,I0148,view,,2024-10-22T04:00:00
U0410,I0103,add_to_cart,,2024-05-20T02:00:00
U0072,I0169,view,,2024-05-08T18:00:00
U0400,I0111,view,,2024-07-08T22:00:00
U0440,I0028,view,,2024-10-23T09:00:00
U0311,I0161,purchase,4.0,2024-05-19T06:00:00
U0072,I0128,view,,2024-01-28T21:00:00
U0243,I0118,view,,2024-09-14T13:00:00
U0021,I0123,view,,2024-03-25T07:00:00
U0292,I0046,purchase,3.4,2024-07-04T22:00:00
U0248,I0042,purchase,3.7,2024-11-05T06:00:00
U0454,I0046,view,,2024-03-11T18:00:00
U0298,I0118,view,,2024-01-26T20:00:00
U0474,I0098,purchase,4.7,2024-07-10T00:00:00
U0437,I0008,view,,2024-12-17T10:00:00
U0124,I0084,view,,2024-05-02T23:00:00
U0386,I0174,view,,2024-10-18T10:00:00
U0391,I0112,view,,2024-04-09T12:00:00
U0071,I0184,view,,2024-05-09T17:00:00
U0151,I0149,add_to_cart,,2024-05-11T09:00:00
U0140,I0077,view,,2024-03-14T08:00:00
U0441,I0159,add_to_cart,,2024-10-30T15:00:00
U0043,I0017,view,,2024-03-24T12:00:00
U0310,I0151,add_to_cart,,2024-10-27T06:00:00
U0268,I0198,view,,2024-11-29T03:00:00
U0270,I0075,view,,2024-01-01T09:00:00
U0007,I0179,view,,2024-07-07T17:00:00
U0234,I0159,view,,2024-03-18T11:00:00
U0347,I0093,view,,2024-02-16T12:00:00
U0342,I0141,purchase,3.5,2024-10-08T05:00:00
U0224,I0019,view,,2024-03-05T20:00:00
U0409,I0004,add_to_cart,,2024-10-17T05:00:00
U0464,I0028,view,,2024-06-03T09:00:00
U0471,I0130,view,,2024-12-11T21:00:00
U0011,I0126,add_to_cart,,2024-10-03T05:00:00
U0479,I0189,purchase,3.7,2024-02-28T23:00:00
U0086,I0042,view,,2024-05-21T01:00:00
U0248,I0099,add_to_cart,,2024-05-21T12:00:00
U0145,I0131,purchase,4.3,2024-09-20T02:00:00
U0441,I0133,add_to_cart,,2024-12-13T21:00:00
U0148,I0064,view,,2024-11-21T09:00:00
U0302,I0115,add_to_cart,,2024-06-10T00:00:00
U0237,I0183,add_to_cart,,2024-01-17T14:00:00
U0275,I0159,add_to_cart,,2024-09-29T10:00:00
U0161,I0103,add_to_cart,,2024-01-09T09:00:00
U0490,I0067,add_to_cart,,2024-12-07T01:00:00
U0188,I0141,view,,2024-04-10T23:00:00
U0103,I0025,view,,2024-05-07T02:00:00
U0155,I0086,view,,2024-08-14T22:00:00
U0406,I0136,purchase,3.9,2024-05-10T16:00:00
U0111,I0192,purchase,4.6,2024-04-26T10:00:00
U0353,I0111,view,,2024-06-07T04:00:00
U0444,I0171,view,,2024-07-21T17:00:00
U0424,I0140,add_to_cart,,2024-12-11T06:00:00
U0215,I0083,purchase,3.8,2024-03-19T05:00:00
U0429,I0036,view,,2024-03-14T19:00:00
U0219,I0064,view,,2024-12-07T19:00:00
U0393,I0035,add_to_cart,,2024-05-13T15:00:00
U0389,I0148,view,,2024-02-12T01:00:00
U0175,I0144,view,,2024-05-28T04:00:00
U0446,I0173,view,,2024-01-08T07:00:00
U0011,I0059,purchase,3.7,2024-05-29T18:00:00
U0105,I0129,view,,2024-04-30T11:00:00
U0346,I0002,view,,2024-12-14T06:00:00
U0405,I0169,purchase,4.1,2024-11-08T16:00:00
U0437,I0078,view,,2024-09-23T02:00:00
U0289,I0164,add_to_cart,,2024-10-22T11:00:00
U0394,I0070,view,,2024-11-25T14:00:00
U0002,I0094,add_to_cart,,2024-09-26T15:00:00
U0099,I0188,view,,2024-05-30T15:00:00
U0455,I0045,view,,2024-07-22T23:00:00
U0055,I0051,view,,2024-05-27T23:00:00
U0185,I0022,view,,2024-06-22T19:00:00
U0078,I0022,view,,2024-07-02T08:00:00
U0413,I0084,purchase,3.8,2024-02-09T11:00:00
U0279,I0081,view,,2024-04-12T22:00:00
U0175,I0142,view,,2024-06-28T03:00:00
U0089,I0025,view,,2024-09-06T08:00:00
U0210,I0001,view,,2024-03-27T22:00:00
U0405,I0030,add_to_cart,,2024-02-15T15:00:00
U0239,I0032,add_to_cart,,2024-11-05T19:00:00
U0411,I0120,add_to_cart,,2024-11-21T13:00:00
U0322,I0062,view,,2024-11-05T03:00:00
U0287,I0141,add_to_cart,,2024-02-10T17:00:00
U0002,I0086,add_to_cart,,2024-03-20T11:00:00
U0221,I0191,add_to_cart,,2024-09-02T15:00:00
U0028,I0038,view,,2024-03-07T06:00:00
U0265,I0187,view,,2024-05-18T18:00:00
U0092,I0091,view,,2024-07-31T02:00:00
U0297,I0085,add_to_cart,,2024-08-25T03:00:00
U0142,I0132,purchase,5.0,2024-06-29T18:00:00
U0210,I0018,view,,2024-01-02T05:00:00
U0264,I0046,view,,2024-10-22T12:00:00
U0321,I0067,view,,2024-12-03T23:00:00
U0101,I0136,view,,2024-04-14T01:00:00
U0378,I0087,purchase,3.6,2024-09-07T01:00:00
U0131,I0030,view,,2024-12-28T15:00:00
U0171,I0002,view,,2024-09-03T14:00:00
U0313,I0199,purchase,3.4,2024-06-26T08:00:00
U0166,I0022,add_to_cart,,2024-12-14T11:00:00
U0410,I0187,view,,2024-03-23T20:00:00
U0160,I0010,view,,2024-11-05T01:00:00
U0174,I0078,add_to_cart,,2024-11-02T14:00:00
U0075,I0171,add_to_cart,,2024-01-21T19:00:00
U0198,I0002,add_to_cart,,2024-06-07T03:00:00
U0303,I0046,add_to_cart,,2024-10-17T12:00:00
U0175,I0101,view,,2024-07-11T16:00:00
U0261,I0187,view,,2024-11-01T18:00:00
U0224,I0077,add_to_cart,,2024-09-19T03:00:00
U0057,I0025,add_to_cart,,2024-10-18T04:00:00
U0054,I0073,purchase,3.3,2024-10-19T08:00:00
U0034,I0084,view,,2024-04-13T21:00:00
U0057,I0161,view,,2024-05-12T02:00:00
U0488,I0115,add_to_cart,,2024-02-12T10:00:00
U0445,I0072,view,,2024-06-13T04:00:00
U0473,I0023,add_to_cart,,2024-01-04T18:00:00
U0129,I0012,add_to_cart,,2024-04-16T13:00:00
U0459,I0111,add_to_cart,,2024-11-20T06:00:00
U0413,I0098,purchase,5.0,2024-12-12T14:00:00
U0148,I0100,view,,2024-01-14T07:00:00
U0466,I0034,view,,2024-03-22T07:00:00
U0432,I0190,view,,2024-11-28T22:00:00
U0010,I0005,add_to_cart,,2024-03-05T08:00:00
U0176,I0175,add_to_cart,,2024-08-26T14:00:00
U0142,I0164,purchase,4.4,2024-01-27T11:00:00
U0054,I0092,add_to_cart,,2024-06-10T17:00:00
U0103,I0192,view,,2024-11-18T19:00:00
U0309,I0130,view,,2024-06-06T07:00:00
U0230,I0023,view,,2024-12-07T04:00:00
U0257,I0002,view,,2024-03-09T09:00:00
U0108,I0112,view,,2024-06-16T11:00:00
U0294,I0117,purchase,3.8,2024-07-12T22:00:00
U0050,I0049,view,,2024-11-20T09:00:00
U0344,I0055,view,,2024-07-06T05:00:00
U0468,I0149,view,,2024-08-21T20:00:00
U0366,I0108,purchase,3.6,2024-09-02T13:00:00
U0230,I0059,view,,2024-04-17T06:00:00
U0354,I0052,add_to_cart,,2024-06-07T23:00:00
U0447,I0057,view,,2024-03-07T16:00:00
U0204,I0108,add_to_cart,,2024-11-25T19:00:00
U0101,I0198,add_to_cart,,2024-09-18T12:00:00
U0379,I0040,view,,2024-05-25T18:00:00
U0269,I0191,purchase,2.7,2024-02-12T14:00:00
U0160,I0153,view,,2024-10-30T23:00:00
U0420,I0089,view,,2024-07-30T04:00:00
U0399,I0100,add_to_cart,,2024-01-03T05:00:00
U0377,I0133,view,,2024-04-17T08:00:00
U0047,I0146,add_to_cart,,2024-08-27T16:00:00
U0379,I0071,add_to_cart,,2024-11-16T09:00:00
U0064,I0101,purchase,4.6,2024-11-12T07:00:00
U0476,I0064,purchase,3.3,2024-02-23T08:00:00
U0256,I0018,view,,2024-06-06T10:00:00
U0498,I0038,view,,2024-10-13T07:00:00
U0181,I0120,view,,2024-12-31T16:00:00
U0103,I0064,view,,2024-05-28T01:00:00
U0370,I0148,add_to_cart,,2024-08-10T11:00:00
U0375,I0065,view,,2024-02-03T20:00:00
U0310,I0047,view,,2024-08-13T00:00:00
U0470,I0084,add_to_cart,,2024-03-15T04:00:00
U0453,I0077,view,,2024-07-18T10:00:00
U0034,I0166,purchase,4.3,2024-03-04T23:00:00
U0460,I0153,view,,2024-07-07T15:00:00
U0030,I0132,view,,2024-10-14T17:00:00
U0202,I0171,add_to_cart,,2024-10-21T07:00:00
U0136,I0014,view,,2024-03-14T10:00:00
U0266,I0182,view,,2024-02-03T10:00:00
U0380,I0043,purchase,4.2,2024-12-13T17:00:00
U0317,I0049,view,,2024-06-11T06:00:00
U0445,I0065,view,,2024-10-05T00:00:00
U0403,I0096,add_to_cart,,2024-05-23T14:00:00
U0273,I0088,purchase,4.0,2024-05-15T12:00:00
U0326,I0188,view,,2024-05-15T15:00:00
U0002,I0045,purchase,5.0,2024-08-12T14:00:00
U0481,I0024,view,,2024-03-05T10:00:00
U0194,I0146,purchase,4.4,2024-12-13T09:00:00
U0280,I0152,view,,2024-11-06T20:00:00
U0154,I0066,view,,2024-10-13T23:00:00
U0236,I0189,view,,2024-08-08T23:00:00
U0184,I0173,add_to_cart,,2024-01-04T09:00:00
U0433,I0035,view,,2024-07-07T07:00:00
U0374,I0148,view,,2024-10-08T15:00:00
U0115,I0012,view,,2024-02-04T01:00:00
U0304,I0171,view,,2024-03-23T05:00:00
U0334,I0116,view,,2024-01-08T02:00:00
U0109,I0108,view,,2024-07-27T07:00:00
U0284,I0172,view,,2024-02-03T06:00:00
U0032,I0065,view,,2024-11-11T04:00:00
U0289,I0014,view,,2024-08-22T06:00:00
U0344,I0188,view,,2024-01-20T05:00:00
U0276,I0162,view,,2024-04-12T04:00:00
U0255,I0037,add_to_cart,,2024-12-02T01:00:00
U0316,I0000,view,,2024-10-30T12:00:00
U0075,I0126,add_to_cart,,2024-12-10T05:00:00
U0277,I0024,view,,2024-04-04T23:00:00
U0383,I0193,view,,2024-12-17T05:00:00
U0096,I0069,add_to_cart,,2024-08-27T12:00:00
U0188,I0066,view,,2024-04-01T11:00:00
U0343,I0144,purchase,4.3,2024-05-20T06:00:00
U0419,I0035,view,,2024-11-01T18:00:00
U0008,I0163,view,,2024-05-19T16:00:00
U0333,I0053,add_to_cart,,2024-10-06T21:00:00
U0178,I0156,view,,2024-03-05T02:00:00
U0137,I0065,purchase,3.7,2024-01-21T20:00:00
U0435,I0128,purchase,3.0,2024-04-24T10:00:00
U0243,I0157,purchase,3.7,2024-01-18T14:00:00
U0240,I0183,view,,2024-03-29T09:00:00
U0387,I0167,add_to_cart,,2024-10-03T23:00:00
U0185,I0081,purchase,5.0,2024-08-26T16:00:00
U0472,I0166,add_to_cart,,2024-06-27T03:00:00
U0209,I0177,view,,2024-11-22T12:00:00
U0480,I0083,add_to_cart,,2024-06-30T12:00:00
U0122,I0193,view,,2024-06-19T16:00:00
U0329,I0056,add_to_cart,,2024-06-04T05:00:00
U0398,I0090,add_to_cart,,2024-11-12T22:00:00
U0305,I0017,add_to_cart,,2024-07-30T04:00:00
U0050,I0029,view,,2024-01-26T17:00:00
U0053,I0187,purchase,4.7,2024-10-29T05:00:00
U0442,I0014,purchase,2.7,2024-08-31T07:00:00
U0240,I0196,view,,2024-12-06T03:00:00
U0350,I0161,view,,2024-03-06T07:00:00
U0442,I0180,view,,2024-08-12T15:00:00
U0119,I0131,purchase,3.4,2024-05-08T14:00:00
U0033,I0194,purchase,3.8,2024-12-26T05:00:00
U0254,I0196,view,,2024-08-31T15:00:00
U0151,I0057,add_to_cart,,2024-06-20T16:00:00
U0068,I0063,purchase,5.0,2024-03-22T06:00:00
U0279,I0190,add_to_cart,,2024-08-13T08:00:00
U0029,I0070,view,,2024-08-11T16:00:00
U0061,I0025,view,,2024-09-26T01:00:00
U0316,I0024,view,,2024-09-24T19:00:00
U0151,I0110,view,,2024-01-16T14:00:00
U0398,I0028,view,,2024-07-18T21:00:00
U0275,I0045,purchase,4.0,2024-02-06T12:00:00
U0026,I0075,view,,2024-10-14T02:00:00
U0340,I0043,add_to_cart,,2024-06-10T02:00:00
U0243,I0031,view,,2024-06-30T10:00:00
U0474,I0105,view,,2024-04-29T04:00:00
U0354,I0079,purchase,3.5,2024-01-09T20:00:00
U0235,I0119,purchase,5.0,2024-05-30T11:00:00
U0143,I0178,add_to_cart,,2024-03-14T16:00:00
U0440,I0074,purchase,5.0,2024-03-28T11:00:00
U0315,I0082,view,,2024-03-09T17:00:00
U0133,I0068,purchase,2.9,2024-12-19T10:00:00
U0069,I0153,purchase,4.0,2024-06-24T19:00:00
U0450,I0012,add_to_cart,,2024-04-15T02:00:00
U0173,I0111,purchase,4.1,2024-05-23T06:00:00
U0485,I0177,purchase,2.7,2024-10-04T07:00:00
U0330,I0077,view,,2024-03-03T17:00:00
U0029,I0029,view,,2024-05-05T17:00:00
U0150,I0057,view,,2024-09-29T16:00:00
U0493,I0046,view,,2024-05-13T14:00:00
U0183,I0196,add_to_cart,,2024-07-31T12:00:00
U0468,I0133,add_to_cart,,2024-01-23T17:00:00
U0395,I0170,add_to_cart,,2024-08-15T01:00:00
U0303,I0191,view,,2024-02-29T11:00:00
U0244,I0167,add_to_cart,,2024-11-03T23:00:00
U0283,I0030,add_to_cart,,2024-02-25T21:00:00
U0365,I0126,purchase,3.5,2024-01-01T08:00:00
U0058,I0189,view,,2024-08-03T09:00:00
U0338,I0057,purchase,4.3,2024-12-15T21:00:00
U0135,I0145,view,,2024-09-17T01:00:00
U0170,I0082,purchase,5.0,2024-02-05T06:00:00
U0121,I0025,view,,2024-11-15T13:00:00
U0341,I0131,view,,2024-10-20T01:00:00
U0041,I0044,purchase,4.5,2024-08-10T02:00:00
U0100,I0159,add_to_cart,,2024-02-27T12:00:00
U0425,I0057,view,,2024-02-21T17:00:00
U0432,I0050,add_to_cart,,2024-03-10T05:00:00
U0000,I0160,view,,2024-07-03T08:00:00
U0450,I0129,purchase,4.0,2024-02-26T02:00:00
U0210,I0104,purchase,4.0,2024-09-08T11:00:00
U0063,I0002,view,,2024-08-06T19:00:00
U0338,I0006,view,,2024-06-13T20:00:00
U0434,I0144,view,,2024-07-20T00:00:00
U0205,I0080,purchase,3.4,2024-12-04T17:00:00
U0394,I0128,purchase,4.0,2024-05-10T03:00:00
U0049,I0160,view,,2024-03-03T15:00:00
U0263,I0088,purchase,4.8,2024-07-21T16:00:00
U0371,I0049,view,,2024-09-11T06:00:00
U0495,I0091,view,,2024-09-26T00:00:00
U0361,I0119,view,,2024-12-25T14:00:00
U0139,I0088,view,,2024-05-02T04:00:00
U0028,I0114,view,,2024-05-24T03:00:00
U0258,I0070,view,,2024-02-29T14:00:00
U0483,I0136,purchase,3.4,2024-12-18T11:00:00
U0256,I0122,view,,2024-09-03T23:00:00
U0449,I0112,add_to_cart,,2024-01-23T02:00:00
U0374,I0037,add_to_cart,,2024-09-09T20:00:00
U0022,I0093,view,,2024-05-16T04:00:00
U0415,I0189,purchase,2.6,2024-11-07T15:00:00
U0406,I0096,view,,2024-02-22T12:00:00
U0157,I0063,view,,2024-02-17T18:00:00
U0492,I0131,purchase,3.6,2024-03-02T15:00:00
U0213,I0136,view,,2024-07-28T15:00:00
U0334,I0115,add_to_cart,,2024-08-11T10:00:00
U0133,I0055,view,,2024-05-31T02:00:00
U0319,I0159,view,,2024-09-27T09:00:00
U0459,I0056,purchase,4.6,2024-04-19T05:00:00
U0281,I0095,add_to_cart,,2024-10-02T02:00:00
U0023,I0019,purchase,5.0,2024-09-20T21:00:00
U0011,I0139,add_to_cart,,2024-06-30T23:00:00
U0215,I0083,purchase,4.2,2024-06-28T20:00:00
U0162,I0032,purchase,4.4,2024-04-06T02:00:00
U0187,I0085,view,,2024-07-13T19:00:00
U0411,I0104,view,,2024-09-05T08:00:00
U0411,I0182,view,,2024-06-27T09:00:00
U0077,I0078,purchase,3.9,2024-10-31T02:00:00
U0039,I0129,purchase,4.6,2024-07-10T01:00:00
U0422,I0197,add_to_cart,,2024-10-27T08:00:00
U0160,I0179,view,,2024-01-09T10:00:00
U0276,I0045,purchase,3.2,2024-01-25T00:00:00
U0072,I0171,view,,2024-11-06T22:00:00
U0255,I0051,purchase,4.2,2024-11-25T02:00:00
U0194,I0173,add_to_cart,,2024-06-23T07:00:00
U0447,I0053,add_to_cart,,2024-07-15T09:00:00
U0143,I0155,add_to_cart,,2024-12-03T05:00:00
U0037,I0139,view,,2024-06-06T00:00:00
U0130,I0110,add_to_cart,,2024-01-01T20:00:00
U0209,I0163,add_to_cart,,2024-01-12T23:00:00
U0102,I0190,view,,2024-01-01T14:00:00
U0491,I0058,add_to_cart,,2024-03-07T18:00:00
U0111,I0063,add_to_cart,,2024-01-12T19:00:00
U0022,I0114,view,,2024-05-16T04:00:00
U0360,I0110,view,,2024-06-07T05:00:00
U0241,I0086,view,,2024-12-15T20:00:00
U0109,I0040,view,,2024-04-08T01:00:00
U0229,I0178,view,,2024-08-27T13:00:00
U0100,I0146,view,,2024-01-18T21:00:00
U0448,I0025,view,,2024-01-18T13:00:00
U0130,I0044,view,,2024-03-29T06:00:00
U0424,I0102,view,,2024-06-04T18:00:00
U0109,I0117,add_to_cart,,2024-10-13T08:00:00
U0262,I0171,add_to_cart,,2024-04-26T03:00:00
U0284,I0175,view,,2024-08-31T19:00:00
U0499,I0134,add_to_cart,,2024-08-02T21:00:00
U0081,I0061,view,,2024-04-09T12:00:00
U0123,I0073,view,,2024-07-17T12:00:00
U0205,I0155,add_to_cart,,2024-07-28T11:00:00
U0292,I0174,view,,2024-04-15T23:00:00
U0387,I0167,add_to_cart,,2024-01-30T04:00:00
U0381,I0043,add_to_cart,,2024-07-15T21:00:00
U0040,I0193,view,,2024-09-19T14:00:00
U0259,I0034,view,,2024-09-16T11:00:00
U0479,I0128,purchase,2.7,2024-08-04T07:00:00
U0426,I0183,view,,2024-09-05T03:00:00
U0343,I0117,view,,2024-05-10T09:00:00
U0433,I0152,view,,2024-10-12T12:00:00
U0376,I0048,view,,2024-08-03T10:00:00
U0127,I0010,view,,2024-06-17T20:00:00
U0410,I0145,view,,2024-08-11T22:00:00
U0171,I0046,purchase,3.8,2024-09-05T10:00:00
U0463,I0165,purchase,3.7,2024-03-23T07:00:00
U0323,I0058,add_to_cart,,2024-05-15T09:00:00
U0305,I0122,view,,2024-09-19T04:00:00
U0287,I0037,add_to_cart,,2024-05-17T04:00:00
U0400,I0113,view,,2024-03-06T14:00:00
U0100,I0060,view,,2024-04-27T04:00:00
U0063,I0055,view,,2024-06-07T08:00:00
U0393,I0081,add_to_cart,,2024-12-02T21:00:00
U0472,I0109,view,,2024-01-08T17:00:00
U0316,I0067,view,,2024-03-27T05:00:00
U0194,I0027,view,,2024-04-25T13:00:00
U0011,I0155,add_to_cart,,2024-06-16T07:00:00
U0089,I0116,purchase,3.9,2024-02-21T15:00:00
U0367,I0097,view,,2024-06-23T10:00:00
U0419,I0177,add_to_cart,,2024-04-21T18:00:00
U0487,I0098,view,,2024-01-15T11:00:00
U0298,I0106,add_to_cart,,2024-05-29T23:00:00
U0335,I0010,add_to_cart,,2024-03-23T21:00:00
U0454,I0096,view,,2024-08-24T13:00:00
U0086,I0096,view,,2024-11-23T20:00:00
U0243,I0029,view,,2024-09-14T03:00:00
U0374,I0146,purchase,4.3,2024-08-08T11:00:00
U0124,I0109,add_to_cart,,2024-11-30T23:00:00
U0134,I0055,view,,2024-03-18T12:00:00
U0184,I0077,view,,2024-02-28T20:00:00
U0248,I0122,view,,2024-05-19T22:00:00
U0109,I0188,add_to_cart,,2024-02-07T05:00:00
U0450,I0188,view,,2024-10-29T04:00:00
U0419,I0194,add_to_cart,,2024-02-19T15:00:00
U0032,I0089,purchase,3.4,2024-03-11T19:00:00
U0183,I0008,view,,2024-12-12T17:00:00
U0083,I0187,view,,2024-08-26T17:00:00
U0489,I0185,view,,2024-01-26T00:00:00
U0208,I0123,view,,2024-10-05T09:00:00
U0312,I0180,purchase,5.0,2024-10-24T15:00:00
U0474,I0142,view,,2024-05-02T23:00:00
U0305,I0134,view,,2024-06-06T21:00:00
